created_at,entry_id,soilmoisture,humidity,temperature
2021-04-28T19:31:55+05:30,339,196,74,32.7
2021-04-28T19:32:10+05:30,340,196,74,32.7
2021-04-28T19:32:25+05:30,341,196,74,32.7
2021-04-28T19:32:41+05:30,342,197,74,32.7
2021-04-28T19:32:56+05:30,343,196,74,32.7
2021-04-28T19:33:12+05:30,344,197,74,32.7
2021-04-28T19:33:27+05:30,345,197,74,32.6
2021-04-28T19:33:43+05:30,346,197,74,32.6
2021-04-28T19:34:02+05:30,347,197,74,32.6
2021-04-28T19:34:17+05:30,348,196,75,32.7
2021-04-28T19:34:33+05:30,349,196,74,32.7
2021-04-28T19:34:48+05:30,350,197,75,32.8
2021-04-28T19:35:04+05:30,351,196,74,32.8
2021-04-28T19:35:19+05:30,352,197,74,32.9
2021-04-28T19:35:34+05:30,353,196,75,33
2021-04-28T19:35:50+05:30,354,197,75,33
2021-04-28T19:36:05+05:30,355,197,74,33
2021-04-28T19:36:21+05:30,356,196,75,33
2021-04-28T19:36:36+05:30,357,196,74,33
2021-04-28T19:37:06+05:30,358,197,75,33.1
2021-04-28T19:37:22+05:30,359,197,75,33
2021-04-28T19:37:38+05:30,360,196,75,33
2021-04-28T19:37:53+05:30,361,196,74,33
2021-04-28T19:38:09+05:30,362,196,74,33
2021-04-28T19:39:36+05:30,363,197,74,33.1
2021-04-28T19:41:38+05:30,364,196,74,33.2
2021-04-28T19:41:54+05:30,365,197,73,33.1
2021-04-28T19:42:09+05:30,366,197,73,33.2
2021-04-28T19:42:24+05:30,367,197,73,33.2
2021-04-28T19:42:40+05:30,368,197,73,33.3
2021-04-28T19:42:55+05:30,369,197,73,33.2
2021-04-28T19:43:10+05:30,370,197,73,33.2
2021-04-28T19:43:25+05:30,371,197,73,33.2
2021-04-28T19:43:41+05:30,372,196,73,33.2
2021-04-28T19:44:00+05:30,373,196,74,33.2
2021-04-28T19:44:15+05:30,374,197,74,33.3
2021-04-28T19:44:30+05:30,375,196,74,33.3
2021-04-28T19:44:46+05:30,376,197,74,33.3
2021-04-28T19:45:01+05:30,377,196,74,33.3
2021-04-28T19:45:17+05:30,378,197,73,33.3
2021-04-28T19:45:32+05:30,379,196,73,33.3
2021-04-28T19:45:47+05:30,380,197,73,33.4
2021-04-28T19:46:02+05:30,381,196,73,33.4
2021-04-28T19:46:18+05:30,382,196,73,33.4
2021-04-28T19:47:11+05:30,383,201,73,33.5
2021-04-28T19:47:26+05:30,384,202,73,33.4
2021-04-28T19:47:42+05:30,385,202,73,33.5
2021-04-28T19:47:57+05:30,386,202,73,33.5
2021-04-28T19:48:12+05:30,387,203,73,33.5
2021-04-28T19:49:06+05:30,388,67,73,33.5
2021-04-28T19:49:21+05:30,389,0,73,33.5
2021-04-28T19:49:37+05:30,390,100,74,33.5
2021-04-28T19:49:52+05:30,391,67,73,33.9
2021-04-28T19:50:07+05:30,392,33,74,34
2021-04-28T19:50:23+05:30,393,17,73,33.5
2021-04-28T19:50:38+05:30,394,50,73,33.6
2021-04-28T19:50:53+05:30,395,67,nan,nan
2021-04-28T19:51:09+05:30,396,33,74,33.6
2021-04-28T19:51:25+05:30,397,33,73,33.7
2021-04-28T19:51:41+05:30,398,50,73,33.9
2021-04-28T19:51:56+05:30,399,83,73,33.7
2021-04-28T19:52:11+05:30,400,0,74,33.2
2021-04-28T19:52:27+05:30,401,83,73,33.6
2021-04-28T19:52:42+05:30,402,83,73,33.3
2021-04-28T19:52:58+05:30,403,33,73,33.6
2021-04-28T19:53:13+05:30,404,33,73,33.6
2021-04-28T19:53:28+05:30,405,0,73,33.6
2021-04-28T19:53:43+05:30,406,17,72,33.5
2021-04-28T19:53:59+05:30,407,17,72,33.5
2021-04-28T19:54:14+05:30,408,17,72,33.5
2021-04-28T19:54:30+05:30,409,0,72,33.4
2021-04-28T19:54:45+05:30,410,67,73,33.4
2021-04-28T19:55:00+05:30,411,67,73,33.5
2021-04-28T19:55:16+05:30,412,50,74,33.5
2021-04-28T19:55:32+05:30,413,33,73,33.1
2021-04-28T19:55:47+05:30,414,50,72,33.2
2021-04-28T19:56:13+05:30,415,67,74,33.7
2021-04-28T19:57:04+05:30,416,56,72,33.5
2021-04-28T19:57:20+05:30,417,56,73,33
2021-04-28T19:57:36+05:30,418,67,72,33.5
2021-04-28T19:57:52+05:30,419,56,72,33.6
2021-04-28T19:58:07+05:30,420,56,72,32.7
2021-04-28T19:58:55+05:30,421,67,73,33.3
2021-04-28T19:59:11+05:30,422,56,73,33.5
2021-04-28T19:59:26+05:30,423,78,72,33
2021-04-28T19:59:42+05:30,424,67,72,33.5
2021-04-28T19:59:58+05:30,425,89,71,33.3
2021-04-28T20:00:13+05:30,426,22,71,33.5
2021-04-28T20:00:30+05:30,427,67,71,33.6
2021-04-28T20:00:45+05:30,428,22,72,33.7
2021-04-28T20:01:01+05:30,429,56,71,33.6
2021-04-28T20:01:16+05:30,430,56,71,33.6
2021-04-28T20:01:31+05:30,431,44,72,33.6
2021-04-28T20:01:47+05:30,432,56,72,33.6
2021-04-28T20:02:03+05:30,433,56,72,33.6
2021-04-28T20:02:19+05:30,434,67,72,33.6
2021-04-28T20:02:34+05:30,435,67,72,33.6
2021-04-28T20:02:50+05:30,436,67,72,33.7
2021-04-28T20:03:05+05:30,437,78,72,33.7
2021-04-28T20:03:21+05:30,438,44,72,33.7
2021-04-28T20:03:36+05:30,439,78,72,33.7
2021-04-28T20:03:52+05:30,440,89,72,33.7
2021-04-28T20:04:07+05:30,441,78,72,33.7
2021-04-28T20:04:23+05:30,442,78,71,33.7
2021-04-28T20:04:38+05:30,443,67,71,33.7
2021-04-28T20:04:53+05:30,444,78,71,33.7
2021-04-28T20:05:09+05:30,445,56,71,33.5
2021-04-28T20:05:25+05:30,446,44,71,33.5
2021-04-28T20:05:40+05:30,447,44,71,33.5
2021-04-28T20:05:58+05:30,448,67,71,33.5
2021-04-28T20:06:13+05:30,449,67,72,33.5
2021-04-28T20:06:29+05:30,450,78,72,33.5
2021-04-28T20:06:44+05:30,451,22,72,33.5
2021-04-28T20:06:59+05:30,452,67,72,33.5
2021-04-28T20:07:15+05:30,453,33,73,33.4
2021-04-28T20:07:31+05:30,454,33,73,33.4
2021-04-28T20:07:46+05:30,455,67,73,33.3
2021-04-28T20:08:02+05:30,456,67,73,33.3
2021-04-28T20:08:17+05:30,457,56,73,33.3
2021-04-28T20:08:32+05:30,458,78,74,33.2
2021-04-28T20:08:48+05:30,459,56,73,33.3
2021-04-28T20:09:03+05:30,460,78,73,33.4
2021-04-28T20:09:18+05:30,461,56,73,33.2
2021-04-28T20:09:34+05:30,462,11,73,33.3
2021-04-28T20:09:49+05:30,463,33,72,33.3
2021-04-28T20:10:05+05:30,464,67,72,33.1
2021-04-28T20:10:20+05:30,465,89,72,33.3
2021-04-28T20:10:35+05:30,466,78,73,33.2
2021-04-28T20:10:51+05:30,467,44,73,33.2
2021-04-28T20:11:06+05:30,468,56,73,33.2
2021-04-28T20:11:22+05:30,469,33,73,33.2
2021-04-28T20:11:38+05:30,470,22,73,33.2
2021-04-28T20:11:53+05:30,471,67,72,33.2
2021-04-28T20:12:08+05:30,472,33,73,33.2
2021-04-28T20:12:24+05:30,473,78,73,33.2
2021-04-28T20:12:39+05:30,474,33,73,33.2
2021-04-28T20:12:55+05:30,475,33,73,33.1
2021-04-28T20:13:10+05:30,476,89,73,33.1
2021-04-28T20:13:25+05:30,477,56,73,33.2
2021-04-28T20:13:41+05:30,478,67,73,33.2
2021-04-28T20:13:57+05:30,479,78,73,33.2
2021-04-28T20:14:12+05:30,480,67,73,33.1
2021-04-28T20:14:30+05:30,481,78,73,33.1
2021-04-28T20:14:48+05:30,482,78,73,33.1
2021-04-28T20:15:04+05:30,483,78,73,33
2021-04-28T20:15:20+05:30,484,44,73,33.1
2021-04-28T20:15:35+05:30,485,67,73,33.1
2021-04-28T20:15:50+05:30,486,33,73,33
2021-04-28T20:16:06+05:30,487,67,73,33
2021-04-28T20:16:21+05:30,488,100,73,33
2021-04-28T20:16:36+05:30,489,56,73,33
2021-04-28T20:16:52+05:30,490,56,73,33
2021-04-28T20:17:07+05:30,491,78,73,33
2021-04-28T20:17:23+05:30,492,33,74,33
2021-04-28T20:17:38+05:30,493,67,74,33
2021-04-28T20:17:53+05:30,494,67,74,33
2021-04-28T20:18:09+05:30,495,78,74,33
2021-04-28T20:18:24+05:30,496,67,74,33
2021-04-28T20:18:40+05:30,497,78,74,33
2021-04-28T20:18:55+05:30,498,78,73,33
2021-04-28T20:19:10+05:30,499,67,73,33
2021-04-28T20:19:26+05:30,500,67,74,33
2021-04-28T20:19:41+05:30,501,44,74,33
2021-04-28T20:19:57+05:30,502,67,74,33
2021-04-28T20:20:12+05:30,503,67,74,33
2021-04-28T20:20:27+05:30,504,78,74,33
2021-04-28T20:20:42+05:30,505,33,74,33
2021-04-28T20:20:59+05:30,506,67,74,33
2021-04-28T20:21:14+05:30,507,78,73,33
2021-04-28T20:21:30+05:30,508,78,73,33
2021-04-28T20:21:45+05:30,509,67,73,33
2021-04-28T20:22:00+05:30,510,56,73,33
2021-04-28T20:22:16+05:30,511,67,73,32.9
2021-04-28T20:22:31+05:30,512,67,73,32.9
2021-04-28T20:22:47+05:30,513,44,73,32.9
2021-04-28T20:23:02+05:30,514,67,73,32.9
2021-04-28T20:23:17+05:30,515,78,73,32.9
2021-04-28T20:23:33+05:30,516,56,73,32.9
2021-04-28T20:23:48+05:30,517,78,73,32.9
2021-04-28T20:24:03+05:30,518,56,73,32.9
